   Elapsed time	    ECG	domen_1	domen_2	domen_3	domen_4	domen_5
       0:05.886	 -0.108	 -0.013	 -0.019	 -0.031	 -0.014	 -0.030
       0:05.887	 -0.112	 -0.018	 -0.019	 -0.033	 -0.011	 -0.025
       0:05.888	 -0.114	 -0.021	 -0.021	 -0.033	 -0.010	 -0.022
       0:05.889	 -0.114	 -0.019	 -0.021	 -0.033	 -0.010	 -0.022
       0:05.890	 -0.114	 -0.016	 -0.021	 -0.034	 -0.011	 -0.023
       0:05.891	 -0.116	 -0.011	 -0.021	 -0.035	 -0.014	 -0.025
       0:05.892	 -0.118	 -0.006	 -0.022	 -0.037	 -0.020	 -0.030
       0:05.893	 -0.119	 -0.002	 -0.025	 -0.041	 -0.026	 -0.038
       0:05.894	 -0.119	  0.002	 -0.027	 -0.045	 -0.034	 -0.047
       0:05.895	 -0.121	  0.006	 -0.029	 -0.050	 -0.042	 -0.057
       0:05.896	 -0.121	  0.010	 -0.030	 -0.054	 -0.050	 -0.065
       0:05.897	 -0.121	  0.012	 -0.031	 -0.057	 -0.053	 -0.072
       0:05.898	 -0.124	  0.013	 -0.031	 -0.059	 -0.057	 -0.078
       0:05.899	 -0.130	  0.011	 -0.032	 -0.062	 -0.057	 -0.079
       0:05.900	 -0.134	  0.005	 -0.034	 -0.064	 -0.057	 -0.080
       0:05.901	 -0.137	 -0.002	 -0.036	 -0.064	 -0.056	 -0.078
       0:05.902	 -0.139	 -0.011	 -0.036	 -0.064	 -0.052	 -0.074
       0:05.903	 -0.142	 -0.018	 -0.036	 -0.061	 -0.047	 -0.067
       0:05.904	 -0.145	 -0.026	 -0.036	 -0.057	 -0.041	 -0.060
       0:05.905	 -0.142	 -0.035	 -0.036	 -0.056	 -0.036	 -0.052
       0:05.906	 -0.139	 -0.045	 -0.039	 -0.054	 -0.033	 -0.046
       0:05.907	 -0.140	 -0.053	 -0.042	 -0.055	 -0.031	 -0.043
       0:05.908	 -0.140	 -0.059	 -0.046	 -0.056	 -0.031	 -0.041
       0:05.909	 -0.138	 -0.061	 -0.049	 -0.058	 -0.034	 -0.043
       0:05.910	 -0.137	 -0.058	 -0.049	 -0.059	 -0.037	 -0.046
       0:05.911	 -0.137	 -0.052	 -0.049	 -0.060	 -0.041	 -0.051
       0:05.912	 -0.136	 -0.044	 -0.048	 -0.062	 -0.045	 -0.057
       0:05.913	 -0.132	 -0.035	 -0.046	 -0.066	 -0.050	 -0.065
       0:05.914	 -0.130	 -0.025	 -0.045	 -0.069	 -0.054	 -0.073
       0:05.915	 -0.131	 -0.015	 -0.042	 -0.071	 -0.058	 -0.079
       0:05.916	 -0.134	 -0.003	 -0.039	 -0.071	 -0.059	 -0.084
       0:05.917	 -0.134	  0.008	 -0.033	 -0.069	 -0.057	 -0.086
       0:05.918	 -0.130	  0.017	 -0.027	 -0.066	 -0.054	 -0.086
       0:05.919	 -0.131	  0.021	 -0.021	 -0.063	 -0.051	 -0.083
       0:05.920	 -0.135	  0.021	 -0.018	 -0.060	 -0.046	 -0.080
       0:05.921	 -0.136	  0.017	 -0.014	 -0.057	 -0.041	 -0.076
       0:05.922	 -0.132	  0.011	 -0.012	 -0.052	 -0.034	 -0.070
       0:05.923	 -0.130	  0.006	 -0.010	 -0.048	 -0.026	 -0.062
       0:05.924	 -0.133	 -0.002	 -0.008	 -0.043	 -0.018	 -0.056
       0:05.925	 -0.137	 -0.009	 -0.007	 -0.038	 -0.009	 -0.048
       0:05.926	 -0.142	 -0.016	 -0.007	 -0.033	 -0.002	 -0.041
       0:05.927	 -0.145	 -0.021	 -0.008	 -0.031	  0.003	 -0.035
       0:05.928	 -0.145	 -0.025	 -0.010	 -0.030	  0.005	 -0.032
       0:05.929	 -0.145	 -0.025	 -0.011	 -0.030	  0.006	 -0.030
       0:05.930	 -0.148	 -0.023	 -0.012	 -0.030	  0.006	 -0.029
       0:05.931	 -0.150	 -0.019	 -0.014	 -0.033	  0.002	 -0.031
       0:05.932	 -0.151	 -0.014	 -0.016	 -0.036	 -0.003	 -0.036
       0:05.933	 -0.152	 -0.009	 -0.019	 -0.042	 -0.011	 -0.044
       0:05.934	 -0.152	 -0.006	 -0.024	 -0.049	 -0.020	 -0.054
       0:05.935	 -0.150	 -0.002	 -0.029	 -0.055	 -0.030	 -0.065
       0:05.936	 -0.148	  0.001	 -0.032	 -0.061	 -0.040	 -0.076
       0:05.937	 -0.149	  0.004	 -0.034	 -0.064	 -0.047	 -0.085
       0:05.938	 -0.146	  0.006	 -0.034	 -0.067	 -0.053	 -0.091
       0:05.939	 -0.142	  0.005	 -0.034	 -0.067	 -0.057	 -0.095
       0:05.940	 -0.139	  0.003	 -0.031	 -0.066	 -0.060	 -0.095
       0:05.941	 -0.139	  0.000	 -0.027	 -0.062	 -0.058	 -0.094
       0:05.942	 -0.140	 -0.002	 -0.021	 -0.056	 -0.056	 -0.090
       0:05.943	 -0.139	 -0.002	 -0.011	 -0.048	 -0.051	 -0.083
       0:05.944	 -0.127	 -0.003	 -0.002	 -0.041	 -0.046	 -0.076
       0:05.945	 -0.118	 -0.005	  0.005	 -0.033	 -0.039	 -0.070
       0:05.946	 -0.121	 -0.008	  0.010	 -0.028	 -0.034	 -0.064
       0:05.947	 -0.124	 -0.011	  0.011	 -0.026	 -0.029	 -0.058
       0:05.948	 -0.123	 -0.015	  0.010	 -0.023	 -0.023	 -0.053
       0:05.949	 -0.125	 -0.018	  0.005	 -0.021	 -0.016	 -0.046
       0:05.950	 -0.128	 -0.020	 -0.003	 -0.021	 -0.009	 -0.040
       0:05.951	 -0.133	 -0.021	 -0.014	 -0.022	 -0.002	 -0.035
       0:05.952	 -0.136	 -0.022	 -0.027	 -0.027	  0.002	 -0.032
       0:05.953	 -0.138	 -0.024	 -0.041	 -0.035	  0.002	 -0.034
       0:05.954	 -0.139	 -0.025	 -0.055	 -0.043	 -0.002	 -0.039
       0:05.955	 -0.144	 -0.021	 -0.064	 -0.051	 -0.009	 -0.047
       0:05.956	 -0.142	 -0.014	 -0.067	 -0.057	 -0.018	 -0.056
       0:05.957	 -0.141	 -0.004	 -0.064	 -0.060	 -0.027	 -0.065
       0:05.958	 -0.146	  0.006	 -0.056	 -0.060	 -0.035	 -0.073
       0:05.959	 -0.145	  0.014	 -0.047	 -0.058	 -0.043	 -0.079
       0:05.960	 -0.146	  0.019	 -0.037	 -0.055	 -0.046	 -0.081
       0:05.961	 -0.148	  0.021	 -0.026	 -0.049	 -0.047	 -0.081
       0:05.962	 -0.149	  0.021	 -0.018	 -0.044	 -0.045	 -0.078
       0:05.963	 -0.158	  0.020	 -0.010	 -0.036	 -0.038	 -0.070
       0:05.964	 -0.164	  0.017	 -0.003	 -0.030	 -0.030	 -0.061
       0:05.965	 -0.162	  0.012	  0.001	 -0.024	 -0.021	 -0.053
       0:05.966	 -0.162	  0.007	  0.002	 -0.021	 -0.014	 -0.045
       0:05.967	 -0.163	  0.001	  0.001	 -0.019	 -0.008	 -0.039
       0:05.968	 -0.161	 -0.004	 -0.002	 -0.020	 -0.006	 -0.036
       0:05.969	 -0.160	 -0.006	 -0.004	 -0.022	 -0.006	 -0.035
       0:05.970	 -0.162	 -0.006	 -0.006	 -0.024	 -0.008	 -0.036
       0:05.971	 -0.164	 -0.003	 -0.010	 -0.027	 -0.011	 -0.039
       0:05.972	 -0.165	  0.001	 -0.012	 -0.031	 -0.016	 -0.044
       0:05.973	 -0.163	  0.005	 -0.014	 -0.038	 -0.021	 -0.051
       0:05.974	 -0.160	  0.009	 -0.018	 -0.043	 -0.027	 -0.060
       0:05.975	 -0.158	  0.015	 -0.021	 -0.048	 -0.033	 -0.069
       0:05.976	 -0.155	  0.021	 -0.021	 -0.051	 -0.038	 -0.076
       0:05.977	 -0.155	  0.027	 -0.018	 -0.051	 -0.040	 -0.080
       0:05.978	 -0.160	  0.031	 -0.014	 -0.049	 -0.040	 -0.081
       0:05.979	 -0.162	  0.035	 -0.011	 -0.047	 -0.038	 -0.079
       0:05.980	 -0.158	  0.036	 -0.007	 -0.042	 -0.035	 -0.076
       0:05.981	 -0.152	  0.035	 -0.003	 -0.037	 -0.032	 -0.070
       0:05.982	 -0.151	  0.034	  0.001	 -0.032	 -0.026	 -0.061
       0:05.983	 -0.153	  0.031	  0.006	 -0.025	 -0.020	 -0.050
       0:05.984	 -0.153	  0.028	  0.010	 -0.018	 -0.011	 -0.038
       0:05.985	 -0.152	  0.024	  0.012	 -0.013	 -0.003	 -0.028
       0:05.986	 -0.159	  0.018	  0.012	 -0.011	  0.002	 -0.021
       0:05.987	 -0.161	  0.011	  0.010	 -0.012	  0.006	 -0.016
       0:05.988	 -0.156	  0.006	  0.004	 -0.015	  0.007	 -0.015
       0:05.989	 -0.152	  0.004	  0.000	 -0.019	  0.006	 -0.015
       0:05.990	 -0.146	  0.006	 -0.004	 -0.023	  0.004	 -0.017
       0:05.991	 -0.139	  0.011	 -0.006	 -0.027	 -0.001	 -0.021
       0:05.992	 -0.136	  0.019	 -0.007	 -0.031	 -0.005	 -0.026
       0:05.993	 -0.135	  0.028	 -0.008	 -0.035	 -0.009	 -0.033
       0:05.994	 -0.135	  0.036	 -0.008	 -0.037	 -0.014	 -0.042
       0:05.995	 -0.136	  0.046	 -0.007	 -0.039	 -0.019	 -0.049
       0:05.996	 -0.136	  0.055	 -0.006	 -0.040	 -0.022	 -0.056
       0:05.997	 -0.135	  0.062	 -0.003	 -0.040	 -0.023	 -0.060
       0:05.998	 -0.136	  0.067	  0.000	 -0.038	 -0.022	 -0.062
       0:05.999	 -0.139	  0.066	  0.003	 -0.036	 -0.021	 -0.062
       0:06.000	 -0.141	  0.062	  0.004	 -0.035	 -0.020	 -0.061
       0:06.001	 -0.140	  0.055	  0.004	 -0.031	 -0.017	 -0.057
       0:06.002	 -0.141	  0.048	  0.004	 -0.027	 -0.012	 -0.051
       0:06.003	 -0.145	  0.040	  0.006	 -0.020	 -0.007	 -0.043
       0:06.004	 -0.141	  0.033	  0.007	 -0.012	  0.001	 -0.032
       0:06.005	 -0.137	  0.027	  0.008	 -0.006	  0.008	 -0.021
       0:06.006	 -0.137	  0.021	  0.008	  0.000	  0.013	 -0.012
       0:06.007	 -0.137	  0.015	  0.006	  0.002	  0.017	 -0.007
       0:06.008	 -0.139	  0.012	  0.004	  0.002	  0.018	 -0.005
       0:06.009	 -0.143	  0.012	  0.003	  0.001	  0.018	 -0.003
       0:06.010	 -0.146	  0.016	  0.002	  0.000	  0.016	 -0.005
       0:06.011	 -0.148	  0.022	  0.001	 -0.002	  0.012	 -0.009
       0:06.012	 -0.152	  0.028	  0.000	 -0.005	  0.006	 -0.016
       0:06.013	 -0.153	  0.032	 -0.002	 -0.008	 -0.001	 -0.025
       0:06.014	 -0.156	  0.038	 -0.005	 -0.012	 -0.009	 -0.036
       0:06.015	 -0.161	  0.044	 -0.007	 -0.015	 -0.016	 -0.048
       0:06.016	 -0.164	  0.048	 -0.008	 -0.017	 -0.021	 -0.057
       0:06.017	 -0.169	  0.054	 -0.009	 -0.017	 -0.026	 -0.066
       0:06.018	 -0.176	  0.056	 -0.008	 -0.017	 -0.026	 -0.072
       0:06.019	 -0.182	  0.057	 -0.008	 -0.016	 -0.026	 -0.074
       0:06.020	 -0.191	  0.054	 -0.008	 -0.014	 -0.024	 -0.075
       0:06.021	 -0.203	  0.051	 -0.006	 -0.011	 -0.022	 -0.073
       0:06.022	 -0.208	  0.047	 -0.003	 -0.006	 -0.017	 -0.068
       0:06.023	 -0.206	  0.042	 -0.001	 -0.001	 -0.011	 -0.060
       0:06.024	 -0.203	  0.036	  0.002	  0.005	 -0.004	 -0.051
       0:06.025	 -0.196	  0.029	  0.003	  0.010	  0.002	 -0.042
       0:06.026	 -0.186	  0.021	  0.001	  0.014	  0.008	 -0.034
       0:06.027	 -0.171	  0.013	 -0.002	  0.016	  0.011	 -0.028
       0:06.028	 -0.153	  0.006	 -0.006	  0.014	  0.011	 -0.024
       0:06.029	 -0.130	 -0.001	 -0.012	  0.011	  0.010	 -0.024
       0:06.030	 -0.099	 -0.006	 -0.018	  0.007	  0.006	 -0.026
       0:06.031	 -0.061	 -0.011	 -0.025	 -0.001	 -0.001	 -0.030
       0:06.032	 -0.014	 -0.018	 -0.033	 -0.009	 -0.012	 -0.036
       0:06.033	  0.049	 -0.025	 -0.044	 -0.022	 -0.025	 -0.045
       0:06.034	  0.123	 -0.035	 -0.055	 -0.035	 -0.040	 -0.054
       0:06.035	  0.201	 -0.045	 -0.068	 -0.048	 -0.054	 -0.062
       0:06.036	  0.284	 -0.056	 -0.078	 -0.059	 -0.065	 -0.067
       0:06.037	  0.386	 -0.069	 -0.088	 -0.068	 -0.075	 -0.070
       0:06.038	  0.493	 -0.086	 -0.099	 -0.076	 -0.081	 -0.070
       0:06.039	  0.592	 -0.107	 -0.111	 -0.084	 -0.085	 -0.067
       0:06.040	  0.696	 -0.133	 -0.123	 -0.091	 -0.087	 -0.061
       0:06.041	  0.815	 -0.162	 -0.137	 -0.098	 -0.087	 -0.052
       0:06.042	  0.939	 -0.190	 -0.148	 -0.102	 -0.085	 -0.040
       0:06.043	  1.055	 -0.216	 -0.159	 -0.104	 -0.078	 -0.026
       0:06.044	  1.161	 -0.239	 -0.166	 -0.103	 -0.071	 -0.009
       0:06.045	  1.261	 -0.259	 -0.173	 -0.101	 -0.060	  0.007
       0:06.046	  1.366	 -0.274	 -0.177	 -0.099	 -0.053	  0.022
       0:06.047	  1.472	 -0.286	 -0.181	 -0.097	 -0.046	  0.033
       0:06.048	  1.575	 -0.292	 -0.183	 -0.096	 -0.042	  0.041
       0:06.049	  1.676	 -0.293	 -0.183	 -0.095	 -0.040	  0.045
       0:06.050	  1.772	 -0.289	 -0.181	 -0.093	 -0.038	  0.046
       0:06.051	  1.850	 -0.281	 -0.179	 -0.092	 -0.039	  0.045
       0:06.052	  1.920	 -0.273	 -0.176	 -0.093	 -0.041	  0.042
       0:06.053	  1.996	 -0.263	 -0.173	 -0.093	 -0.047	  0.035
       0:06.054	  2.066	 -0.252	 -0.170	 -0.095	 -0.053	  0.028
       0:06.055	  2.118	 -0.239	 -0.166	 -0.095	 -0.059	  0.019
       0:06.056	  2.148	 -0.226	 -0.161	 -0.093	 -0.063	  0.011
       0:06.057	  2.161	 -0.214	 -0.154	 -0.090	 -0.064	  0.005
       0:06.058	  2.151	 -0.203	 -0.146	 -0.084	 -0.063	  0.002
       0:06.059	  2.100	 -0.193	 -0.136	 -0.076	 -0.059	  0.002
       0:06.060	  2.001	 -0.182	 -0.126	 -0.067	 -0.053	  0.003
       0:06.061	  1.870	 -0.171	 -0.113	 -0.057	 -0.044	  0.006
       0:06.062	  1.727	 -0.156	 -0.097	 -0.046	 -0.033	  0.011
       0:06.063	  1.589	 -0.139	 -0.078	 -0.031	 -0.020	  0.015
       0:06.064	  1.454	 -0.119	 -0.057	 -0.017	 -0.006	  0.021
       0:06.065	  1.315	 -0.098	 -0.039	 -0.002	  0.006	  0.024
       0:06.066	  1.165	 -0.077	 -0.021	  0.012	  0.016	  0.027
       0:06.067	  1.011	 -0.056	 -0.007	  0.023	  0.024	  0.029
       0:06.068	  0.872	 -0.038	  0.006	  0.032	  0.029	  0.031
       0:06.069	  0.752	 -0.019	  0.016	  0.040	  0.034	  0.033
       0:06.070	  0.638	 -0.003	  0.024	  0.045	  0.036	  0.034
       0:06.071	  0.517	  0.012	  0.028	  0.046	  0.034	  0.032
       0:06.072	  0.391	  0.022	  0.029	  0.046	  0.030	  0.027
       0:06.073	  0.267	  0.029	  0.026	  0.041	  0.022	  0.018
       0:06.074	  0.140	  0.034	  0.021	  0.035	  0.011	  0.006
       0:06.075	  0.010	  0.038	  0.017	  0.028	  0.001	 -0.006
       0:06.076	 -0.105	  0.040	  0.014	  0.022	 -0.008	 -0.016
       0:06.077	 -0.195	  0.042	  0.014	  0.019	 -0.012	 -0.024
       0:06.078	 -0.261	  0.044	  0.014	  0.017	 -0.015	 -0.027
       0:06.079	 -0.296	  0.042	  0.014	  0.017	 -0.014	 -0.029
       0:06.080	 -0.300	  0.038	  0.014	  0.018	 -0.010	 -0.026
       0:06.081	 -0.281	  0.031	  0.014	  0.019	 -0.006	 -0.022
       0:06.082	 -0.256	  0.025	  0.014	  0.022	 -0.001	 -0.016
       0:06.083	 -0.235	  0.018	  0.016	  0.025	  0.005	 -0.010
       0:06.084	 -0.207	  0.011	  0.016	  0.028	  0.010	 -0.004
       0:06.085	 -0.178	  0.004	  0.016	  0.030	  0.014	  0.001
       0:06.086	 -0.153	 -0.004	  0.013	  0.031	  0.016	  0.005
       0:06.087	 -0.126	 -0.011	  0.010	  0.030	  0.016	  0.006
       0:06.088	 -0.103	 -0.014	  0.006	  0.028	  0.016	  0.006
       0:06.089	 -0.101	 -0.014	  0.002	  0.026	  0.014	  0.003
       0:06.090	 -0.112	 -0.010	 -0.001	  0.024	  0.013	  0.000
       0:06.091	 -0.121	 -0.004	 -0.002	  0.023	  0.010	 -0.004
       0:06.092	 -0.119	  0.003	 -0.003	  0.021	  0.006	 -0.010
       0:06.093	 -0.117	  0.010	 -0.004	  0.017	  0.000	 -0.017
       0:06.094	 -0.121	  0.016	 -0.004	  0.012	 -0.006	 -0.024
       0:06.095	 -0.136	  0.022	 -0.003	  0.009	 -0.012	 -0.031
       0:06.096	 -0.151	  0.028	  0.001	  0.009	 -0.015	 -0.036
       0:06.097	 -0.162	  0.034	  0.006	  0.010	 -0.017	 -0.038
       0:06.098	 -0.174	  0.037	  0.010	  0.013	 -0.016	 -0.039
       0:06.099	 -0.182	  0.037	  0.014	  0.016	 -0.014	 -0.037
       0:06.100	 -0.182	  0.035	  0.017	  0.018	 -0.011	 -0.035
       0:06.101	 -0.180	  0.029	  0.019	  0.021	 -0.007	 -0.030
       0:06.102	 -0.186	  0.023	  0.021	  0.024	 -0.001	 -0.023
       0:06.103	 -0.191	  0.019	  0.025	  0.030	  0.008	 -0.013
       0:06.104	 -0.194	  0.015	  0.027	  0.035	  0.015	 -0.003
       0:06.105	 -0.192	  0.011	  0.031	  0.040	  0.022	  0.007
       0:06.106	 -0.190	  0.007	  0.031	  0.043	  0.027	  0.015
       0:06.107	 -0.187	  0.002	  0.029	  0.043	  0.031	  0.019
       0:06.108	 -0.181	 -0.001	  0.028	  0.043	  0.031	  0.021
       0:06.109	 -0.182	 -0.001	  0.027	  0.042	  0.031	  0.019
       0:06.110	 -0.184	  0.001	  0.026	  0.040	  0.029	  0.017
       0:06.111	 -0.188	  0.007	  0.025	  0.037	  0.025	  0.012
       0:06.112	 -0.188	  0.013	  0.023	  0.033	  0.020	  0.005
       0:06.113	 -0.187	  0.019	  0.021	  0.027	  0.012	 -0.004
       0:06.114	 -0.184	  0.025	  0.019	  0.021	  0.006	 -0.013
       0:06.115	 -0.182	  0.030	  0.019	  0.016	  0.000	 -0.021
       0:06.116	 -0.183	  0.036	  0.021	  0.012	 -0.004	 -0.029
       0:06.117	 -0.181	  0.040	  0.024	  0.010	 -0.005	 -0.033
       0:06.118	 -0.180	  0.043	  0.026	  0.010	 -0.005	 -0.036
       0:06.119	 -0.180	  0.043	  0.026	  0.012	 -0.003	 -0.037
       0:06.120	 -0.184	  0.041	  0.026	  0.014	 -0.001	 -0.036
       0:06.121	 -0.187	  0.036	  0.026	  0.018	  0.002	 -0.032
       0:06.122	 -0.180	  0.032	  0.027	  0.022	  0.008	 -0.026
       0:06.123	 -0.176	  0.027	  0.027	  0.027	  0.012	 -0.019
       0:06.124	 -0.173	  0.021	  0.029	  0.031	  0.017	 -0.012
       0:06.125	 -0.170	  0.012	  0.029	  0.035	  0.021	 -0.006
       0:06.126	 -0.166	  0.005	  0.027	  0.036	  0.022	 -0.001
       0:06.127	 -0.164	 -0.003	  0.024	  0.035	  0.023	  0.003
       0:06.128	 -0.164	 -0.008	  0.021	  0.034	  0.021	  0.005
       0:06.129	 -0.166	 -0.009	  0.019	  0.033	  0.020	  0.004
       0:06.130	 -0.170	 -0.006	  0.017	  0.031	  0.018	  0.002
       0:06.131	 -0.172	  0.001	  0.015	  0.029	  0.014	 -0.002
       0:06.132	 -0.172	  0.006	  0.013	  0.026	  0.010	 -0.007
       0:06.133	 -0.169	  0.012	  0.010	  0.020	  0.004	 -0.016
       0:06.134	 -0.167	  0.016	  0.007	  0.014	 -0.002	 -0.024
       0:06.135	 -0.170	  0.020	  0.005	  0.009	 -0.009	 -0.033
       0:06.136	 -0.171	  0.025	  0.006	  0.006	 -0.013	 -0.040
       0:06.137	 -0.166	  0.029	  0.008	  0.005	 -0.015	 -0.043
       0:06.138	 -0.160	  0.032	  0.011	  0.006	 -0.015	 -0.042
       0:06.139	 -0.163	  0.034	  0.014	  0.008	 -0.014	 -0.039
       0:06.140	 -0.164	  0.035	  0.016	  0.011	 -0.012	 -0.034
       0:06.141	 -0.161	  0.032	  0.018	  0.014	 -0.008	 -0.026
       0:06.142	 -0.158	  0.030	  0.019	  0.017	 -0.002	 -0.019
       0:06.143	 -0.155	  0.028	  0.021	  0.022	  0.005	 -0.010
       0:06.144	 -0.149	  0.025	  0.024	  0.028	  0.014	  0.001
       0:06.145	 -0.146	  0.021	  0.025	  0.032	  0.022	  0.010
       0:06.146	 -0.148	  0.016	  0.025	  0.036	  0.027	  0.019
       0:06.147	 -0.148	  0.012	  0.023	  0.038	  0.032	  0.028
       0:06.148	 -0.143	  0.011	  0.021	  0.039	  0.033	  0.033
       0:06.149	 -0.136	  0.011	  0.019	  0.038	  0.033	  0.035
       0:06.150	 -0.130	  0.015	  0.018	  0.037	  0.031	  0.035
       0:06.151	 -0.129	  0.021	  0.017	  0.035	  0.027	  0.031
       0:06.152	 -0.130	  0.027	  0.016	  0.030	  0.023	  0.024
       0:06.153	 -0.122	  0.034	  0.014	  0.026	  0.016	  0.015
       0:06.154	 -0.114	  0.039	  0.012	  0.020	  0.009	  0.005
       0:06.155	 -0.114	  0.044	  0.011	  0.015	  0.003	 -0.006
       0:06.156	 -0.116	  0.049	  0.011	  0.011	 -0.001	 -0.014
       0:06.157	 -0.116	  0.052	  0.012	  0.011	 -0.003	 -0.019
       0:06.158	 -0.114	  0.054	  0.015	  0.011	 -0.003	 -0.021
       0:06.159	 -0.110	  0.054	  0.018	  0.014	 -0.001	 -0.018
       0:06.160	 -0.112	  0.053	  0.021	  0.019	  0.003	 -0.013
       0:06.161	 -0.112	  0.051	  0.025	  0.024	  0.008	 -0.005
       0:06.162	 -0.105	  0.048	  0.028	  0.031	  0.016	  0.005
       0:06.163	 -0.104	  0.045	  0.031	  0.040	  0.023	  0.016
       0:06.164	 -0.108	  0.042	  0.035	  0.048	  0.031	  0.027
       0:06.165	 -0.109	  0.036	  0.036	  0.054	  0.039	  0.036
       0:06.166	 -0.109	  0.030	  0.036	  0.057	  0.043	  0.044
       0:06.167	 -0.108	  0.022	  0.033	  0.059	  0.046	  0.048
       0:06.168	 -0.105	  0.017	  0.028	  0.057	  0.046	  0.049
       0:06.169	 -0.103	  0.015	  0.024	  0.055	  0.045	  0.049
       0:06.170	 -0.101	  0.015	  0.021	  0.052	  0.044	  0.047
       0:06.171	 -0.098	  0.019	  0.019	  0.050	  0.042	  0.044
       0:06.172	 -0.095	  0.024	  0.017	  0.046	  0.037	  0.037
       0:06.173	 -0.094	  0.028	  0.014	  0.042	  0.031	  0.029
       0:06.174	 -0.097	  0.032	  0.010	  0.036	  0.025	  0.018
       0:06.175	 -0.098	  0.036	  0.007	  0.029	  0.017	  0.006
       0:06.176	 -0.095	  0.040	  0.004	  0.024	  0.010	 -0.004
       0:06.177	 -0.091	  0.044	  0.004	  0.019	  0.005	 -0.011
       0:06.178	 -0.089	  0.046	  0.007	  0.017	  0.003	 -0.014
       0:06.179	 -0.088	  0.045	  0.010	  0.017	  0.002	 -0.013
       0:06.180	 -0.089	  0.041	  0.012	  0.018	  0.003	 -0.010
       0:06.181	 -0.087	  0.036	  0.015	  0.020	  0.006	 -0.005
       0:06.182	 -0.085	  0.028	  0.018	  0.023	  0.009	  0.002
       0:06.183	 -0.088	  0.021	  0.021	  0.027	  0.014	  0.011
       0:06.184	 -0.095	  0.012	  0.023	  0.032	  0.021	  0.021
       0:06.185	 -0.093	  0.006	  0.027	  0.038	  0.030	  0.031
       0:06.186	 -0.089	 -0.001	  0.027	  0.041	  0.035	  0.039
       0:06.187	 -0.091	 -0.006	  0.026	  0.044	  0.040	  0.044
       0:06.188	 -0.096	 -0.009	  0.025	  0.045	  0.041	  0.045
       0:06.189	 -0.098	 -0.009	  0.023	  0.044	  0.041	  0.044
       0:06.190	 -0.097	 -0.006	  0.020	  0.043	  0.039	  0.041
       0:06.191	 -0.097	 -0.001	  0.019	  0.041	  0.035	  0.035
       0:06.192	 -0.098	  0.005	  0.016	  0.038	  0.030	  0.029
       0:06.193	 -0.096	  0.011	  0.014	  0.033	  0.024	  0.021
       0:06.194	 -0.096	  0.018	  0.012	  0.027	  0.016	  0.011
       0:06.195	 -0.099	  0.024	  0.010	  0.022	  0.009	  0.001
       0:06.196	 -0.100	  0.031	  0.008	  0.017	  0.004	 -0.009
       0:06.197	 -0.099	  0.038	  0.009	  0.014	 -0.001	 -0.016
       0:06.198	 -0.099	  0.041	  0.010	  0.012	 -0.003	 -0.022
       0:06.199	 -0.100	  0.043	  0.011	  0.012	 -0.005	 -0.024
       0:06.200	 -0.104	  0.041	  0.013	  0.012	 -0.005	 -0.024
       0:06.201	 -0.106	  0.037	  0.014	  0.013	 -0.001	 -0.020
       0:06.202	 -0.100	  0.032	  0.016	  0.016	  0.004	 -0.014
       0:06.203	 -0.098	  0.027	  0.019	  0.021	  0.011	 -0.004
       0:06.204	 -0.100	  0.021	  0.021	  0.026	  0.020	  0.006
       0:06.205	 -0.101	  0.016	  0.022	  0.030	  0.028	  0.016
       0:06.206	 -0.100	  0.008	  0.021	  0.034	  0.036	  0.024
       0:06.207	 -0.101	  0.001	  0.021	  0.035	  0.039	  0.029
       0:06.208	 -0.104	 -0.003	  0.018	  0.034	  0.040	  0.032
       0:06.209	 -0.108	 -0.006	  0.014	  0.033	  0.037	  0.032
       0:06.210	 -0.105	 -0.005	  0.012	  0.030	  0.033	  0.029
       0:06.211	 -0.105	 -0.003	  0.010	  0.026	  0.026	  0.026
       0:06.212	 -0.103	  0.000	  0.006	  0.022	  0.018	  0.018
       0:06.213	 -0.104	  0.002	  0.003	  0.017	  0.008	  0.010
       0:06.214	 -0.106	  0.006	 -0.001	  0.012	 -0.002	  0.001
       0:06.215	 -0.110	  0.009	 -0.004	  0.008	 -0.011	 -0.009
       0:06.216	 -0.108	  0.015	 -0.004	  0.006	 -0.018	 -0.016
       0:06.217	 -0.104	  0.019	 -0.003	  0.006	 -0.021	 -0.020
       0:06.218	 -0.102	  0.022	  0.000	  0.007	 -0.022	 -0.023
       0:06.219	 -0.101	  0.025	  0.003	  0.010	 -0.020	 -0.023
       0:06.220	 -0.099	  0.025	  0.005	  0.014	 -0.016	 -0.019
       0:06.221	 -0.096	  0.022	  0.008	  0.019	 -0.009	 -0.012
       0:06.222	 -0.091	  0.019	  0.011	  0.023	 -0.001	 -0.005
       0:06.223	 -0.092	  0.015	  0.015	  0.028	  0.009	  0.006
       0:06.224	 -0.095	  0.009	  0.018	  0.034	  0.019	  0.018
       0:06.225	 -0.092	  0.002	  0.019	  0.038	  0.027	  0.028
       0:06.226	 -0.087	 -0.005	  0.019	  0.040	  0.034	  0.036
       0:06.227	 -0.081	 -0.012	  0.017	  0.040	  0.038	  0.041
       0:06.228	 -0.077	 -0.017	  0.014	  0.038	  0.039	  0.043
       0:06.229	 -0.077	 -0.018	  0.011	  0.034	  0.037	  0.043
       0:06.230	 -0.076	 -0.016	  0.008	  0.030	  0.034	  0.040
