   Elapsed time	     V5	     V2
       0:16.242	 -0.420	  1.295
       0:16.244	 -0.395	  1.335
       0:16.247	 -0.400	  1.380
       0:16.250	 -0.395	  1.410
       0:16.253	 -0.390	  1.445
       0:16.256	 -0.410	  1.470
       0:16.258	 -0.400	  1.505
       0:16.261	 -0.395	  1.540
       0:16.264	 -0.395	  1.585
       0:16.267	 -0.390	  1.615
       0:16.269	 -0.395	  1.640
       0:16.272	 -0.375	  1.665
       0:16.275	 -0.375	  1.705
       0:16.278	 -0.360	  1.740
       0:16.281	 -0.350	  1.785
       0:16.283	 -0.340	  1.810
       0:16.286	 -0.345	  1.830
       0:16.289	 -0.340	  1.850
       0:16.292	 -0.345	  1.870
       0:16.294	 -0.340	  1.900
       0:16.297	 -0.315	  1.930
       0:16.300	 -0.310	  1.940
       0:16.303	 -0.300	  1.955
       0:16.306	 -0.310	  1.960
       0:16.308	 -0.310	  1.975
       0:16.311	 -0.300	  1.990
       0:16.314	 -0.280	  2.005
       0:16.317	 -0.270	  1.995
       0:16.319	 -0.270	  1.990
       0:16.322	 -0.270	  1.975
       0:16.325	 -0.270	  1.960
       0:16.328	 -0.260	  1.970
       0:16.331	 -0.250	  1.960
       0:16.333	 -0.240	  1.935
       0:16.336	 -0.250	  1.905
       0:16.339	 -0.250	  1.880
       0:16.342	 -0.255	  1.845
       0:16.344	 -0.245	  1.815
       0:16.347	 -0.225	  1.785
       0:16.350	 -0.230	  1.725
       0:16.353	 -0.215	  1.685
       0:16.356	 -0.225	  1.630
       0:16.358	 -0.220	  1.575
       0:16.361	 -0.205	  1.535
       0:16.364	 -0.200	  1.490
       0:16.367	 -0.185	  1.425
       0:16.369	 -0.190	  1.355
       0:16.372	 -0.200	  1.295
       0:16.375	 -0.220	  1.230
       0:16.378	 -0.210	  1.165
       0:16.381	 -0.195	  1.130
       0:16.383	 -0.200	  1.050
       0:16.386	 -0.200	  0.975
       0:16.389	 -0.205	  0.915
       0:16.392	 -0.210	  0.850
       0:16.394	 -0.210	  0.800
       0:16.397	 -0.205	  0.755
       0:16.400	 -0.195	  0.695
       0:16.403	 -0.205	  0.625
       0:16.406	 -0.230	  0.580
       0:16.408	 -0.240	  0.530
       0:16.411	 -0.225	  0.480
       0:16.414	 -0.235	  0.450
       0:16.417	 -0.240	  0.410
       0:16.419	 -0.255	  0.360
       0:16.422	 -0.250	  0.320
       0:16.425	 -0.270	  0.280
       0:16.428	 -0.265	  0.265
       0:16.431	 -0.260	  0.240
       0:16.433	 -0.265	  0.205
       0:16.436	 -0.265	  0.175
       0:16.439	 -0.285	  0.145
       0:16.442	 -0.280	  0.125
       0:16.444	 -0.280	  0.120
       0:16.447	 -0.260	  0.115
       0:16.450	 -0.255	  0.085
       0:16.453	 -0.265	  0.065
       0:16.456	 -0.270	  0.045
       0:16.458	 -0.270	  0.035
       0:16.461	 -0.275	  0.030
       0:16.464	 -0.275	  0.035
       0:16.467	 -0.275	  0.025
       0:16.469	 -0.285	  0.020
       0:16.472	 -0.295	 -0.005
       0:16.475	 -0.310	 -0.015
       0:16.478	 -0.295	 -0.010
       0:16.481	 -0.290	 -0.005
       0:16.483	 -0.295	 -0.010
       0:16.486	 -0.285	 -0.005
       0:16.489	 -0.280	 -0.030
       0:16.492	 -0.295	 -0.025
       0:16.494	 -0.295	 -0.010
       0:16.497	 -0.285	  0.000
       0:16.500	 -0.295	 -0.015
       0:16.503	 -0.300	 -0.020
       0:16.506	 -0.300	 -0.035
       0:16.508	 -0.310	 -0.020
       0:16.511	 -0.305	 -0.010
       0:16.514	 -0.295	 -0.010
       0:16.517	 -0.295	 -0.010
       0:16.519	 -0.295	 -0.005
       0:16.522	 -0.300	 -0.010
       0:16.525	 -0.315	 -0.015
       0:16.528	 -0.305	  0.000
       0:16.531	 -0.290	  0.010
       0:16.533	 -0.295	  0.000
       0:16.536	 -0.290	 -0.005
       0:16.539	 -0.300	 -0.015
       0:16.542	 -0.305	 -0.010
       0:16.544	 -0.310	  0.000
       0:16.547	 -0.295	  0.010
       0:16.550	 -0.285	  0.005
       0:16.553	 -0.290	 -0.005
       0:16.556	 -0.290	 -0.015
       0:16.558	 -0.315	 -0.015
       0:16.561	 -0.305	  0.000
       0:16.564	 -0.305	  0.010
       0:16.567	 -0.305	  0.000
       0:16.569	 -0.305	 -0.010
       0:16.572	 -0.295	 -0.015
       0:16.575	 -0.300	 -0.015
       0:16.578	 -0.285	 -0.020
       0:16.581	 -0.280	  0.000
       0:16.583	 -0.285	 -0.010
       0:16.586	 -0.295	 -0.025
       0:16.589	 -0.320	 -0.030
       0:16.592	 -0.335	 -0.045
       0:16.594	 -0.315	 -0.035
       0:16.597	 -0.315	 -0.025
       0:16.600	 -0.315	 -0.040
       0:16.603	 -0.325	 -0.035
       0:16.606	 -0.320	 -0.060
       0:16.608	 -0.325	 -0.065
       0:16.611	 -0.310	 -0.065
       0:16.614	 -0.300	 -0.055
       0:16.617	 -0.305	 -0.070
       0:16.619	 -0.315	 -0.085
       0:16.622	 -0.330	 -0.085
       0:16.625	 -0.345	 -0.085
       0:16.628	 -0.335	 -0.085
       0:16.631	 -0.325	 -0.070
       0:16.633	 -0.320	 -0.085
       0:16.636	 -0.320	 -0.100
       0:16.639	 -0.340	 -0.110
       0:16.642	 -0.345	 -0.110
       0:16.644	 -0.345	 -0.105
       0:16.647	 -0.325	 -0.105
       0:16.650	 -0.335	 -0.120
       0:16.653	 -0.345	 -0.120
       0:16.656	 -0.350	 -0.135
       0:16.658	 -0.360	 -0.140
       0:16.661	 -0.340	 -0.125
       0:16.664	 -0.335	 -0.130
       0:16.667	 -0.330	 -0.125
       0:16.669	 -0.335	 -0.145
       0:16.672	 -0.345	 -0.155
       0:16.675	 -0.370	 -0.150
       0:16.678	 -0.355	 -0.160
       0:16.681	 -0.340	 -0.140
       0:16.683	 -0.335	 -0.150
       0:16.686	 -0.350	 -0.150
       0:16.689	 -0.355	 -0.170
       0:16.692	 -0.350	 -0.170
       0:16.694	 -0.350	 -0.160
       0:16.697	 -0.340	 -0.160
       0:16.700	 -0.340	 -0.160
       0:16.703	 -0.345	 -0.170
       0:16.706	 -0.345	 -0.180
       0:16.708	 -0.350	 -0.185
       0:16.711	 -0.340	 -0.180
       0:16.714	 -0.325	 -0.170
       0:16.717	 -0.320	 -0.165
       0:16.719	 -0.320	 -0.180
       0:16.722	 -0.325	 -0.185
       0:16.725	 -0.345	 -0.195
       0:16.728	 -0.330	 -0.180
       0:16.731	 -0.335	 -0.160
       0:16.733	 -0.330	 -0.180
       0:16.736	 -0.335	 -0.185
       0:16.739	 -0.355	 -0.185
       0:16.742	 -0.370	 -0.185
       0:16.744	 -0.345	 -0.190
       0:16.747	 -0.350	 -0.175
       0:16.750	 -0.335	 -0.190
       0:16.753	 -0.350	 -0.190
       0:16.756	 -0.350	 -0.200
       0:16.758	 -0.375	 -0.195
       0:16.761	 -0.355	 -0.185
       0:16.764	 -0.360	 -0.175
       0:16.767	 -0.350	 -0.180
       0:16.769	 -0.345	 -0.190
       0:16.772	 -0.340	 -0.195
       0:16.775	 -0.335	 -0.200
       0:16.778	 -0.330	 -0.190
       0:16.781	 -0.310	 -0.185
       0:16.783	 -0.315	 -0.185
       0:16.786	 -0.315	 -0.195
       0:16.789	 -0.325	 -0.205
       0:16.792	 -0.330	 -0.190
       0:16.794	 -0.320	 -0.180
       0:16.797	 -0.320	 -0.175
       0:16.800	 -0.330	 -0.180
       0:16.803	 -0.325	 -0.190
       0:16.806	 -0.335	 -0.205
       0:16.808	 -0.320	 -0.215
       0:16.811	 -0.320	 -0.195
       0:16.814	 -0.320	 -0.185
       0:16.817	 -0.305	 -0.190
       0:16.819	 -0.320	 -0.205
       0:16.822	 -0.325	 -0.215
       0:16.825	 -0.340	 -0.210
       0:16.828	 -0.330	 -0.205
       0:16.831	 -0.320	 -0.190
       0:16.833	 -0.315	 -0.205
       0:16.836	 -0.320	 -0.210
       0:16.839	 -0.330	 -0.205
       0:16.842	 -0.325	 -0.210
       0:16.844	 -0.315	 -0.195
       0:16.847	 -0.305	 -0.200
       0:16.850	 -0.310	 -0.195
       0:16.853	 -0.305	 -0.205
       0:16.856	 -0.305	 -0.210
       0:16.858	 -0.300	 -0.210
       0:16.861	 -0.285	 -0.185
       0:16.864	 -0.285	 -0.175
       0:16.867	 -0.285	 -0.180
       0:16.869	 -0.275	 -0.160
       0:16.872	 -0.280	 -0.145
       0:16.875	 -0.280	 -0.075
       0:16.878	 -0.260	  0.135
       0:16.881	 -0.225	  0.520
       0:16.883	 -0.185	  0.870
       0:16.886	 -0.145	  0.860
       0:16.889	 -0.065	  0.580
       0:16.892	  0.155	  0.350
       0:16.894	  0.535	  0.255
       0:16.897	  0.795	  0.215
       0:16.900	  0.705	  0.135
       0:16.903	  0.395	  0.065
       0:16.906	  0.170	 -0.030
       0:16.908	  0.105	 -0.150
       0:16.911	  0.125	 -0.275
       0:16.914	  0.150	 -0.410
       0:16.917	  0.155	 -0.600
       0:16.919	  0.150	 -0.815
       0:16.922	  0.125	 -1.050
       0:16.925	  0.120	 -1.260
       0:16.928	  0.130	 -1.415
       0:16.931	  0.130	 -1.560
       0:16.933	  0.130	 -1.705
       0:16.936	  0.105	 -1.840
       0:16.939	  0.085	 -2.010
       0:16.942	  0.075	 -2.215
       0:16.944	  0.085	 -2.395
       0:16.947	  0.090	 -2.540
       0:16.950	  0.060	 -2.665
       0:16.953	  0.040	 -2.755
       0:16.956	  0.015	 -2.860
       0:16.958	 -0.035	 -2.935
       0:16.961	 -0.050	 -3.020
       0:16.964	 -0.075	 -3.075
       0:16.967	 -0.130	 -3.125
       0:16.969	 -0.195	 -3.150
       0:16.972	 -0.255	 -3.190
       0:16.975	 -0.315	 -3.205
       0:16.978	 -0.380	 -3.210
       0:16.981	 -0.445	 -3.210
       0:16.983	 -0.530	 -3.215
       0:16.986	 -0.575	 -3.225
       0:16.989	 -0.600	 -3.220
       0:16.992	 -0.580	 -3.215
       0:16.994	 -0.555	 -3.200
       0:16.997	 -0.515	 -3.165
       0:17.000	 -0.490	 -3.130
       0:17.003	 -0.495	 -3.075
       0:17.006	 -0.505	 -2.980
       0:17.008	 -0.510	 -2.845
       0:17.011	 -0.510	 -2.685
       0:17.014	 -0.475	 -2.500
       0:17.017	 -0.430	 -2.285
       0:17.019	 -0.390	 -2.050
       0:17.022	 -0.360	 -1.815
       0:17.025	 -0.325	 -1.545
       0:17.028	 -0.315	 -1.275
       0:17.031	 -0.305	 -1.030
       0:17.033	 -0.310	 -0.815
       0:17.036	 -0.330	 -0.615
       0:17.039	 -0.340	 -0.430
       0:17.042	 -0.355	 -0.235
       0:17.044	 -0.330	 -0.060
       0:17.047	 -0.320	  0.115
       0:17.050	 -0.340	  0.295
       0:17.053	 -0.340	  0.415
       0:17.056	 -0.345	  0.510
       0:17.058	 -0.340	  0.595
       0:17.061	 -0.325	  0.670
       0:17.064	 -0.315	  0.730
       0:17.067	 -0.285	  0.770
       0:17.069	 -0.300	  0.795
       0:17.072	 -0.300	  0.820
       0:17.075	 -0.300	  0.870
       0:17.078	 -0.300	  0.905
       0:17.081	 -0.290	  0.950
       0:17.083	 -0.295	  0.980
       0:17.086	 -0.300	  1.000
       0:17.089	 -0.295	  1.015
       0:17.092	 -0.315	  1.055
       0:17.094	 -0.305	  1.085
       0:17.097	 -0.295	  1.130
       0:17.100	 -0.285	  1.160
       0:17.103	 -0.295	  1.170
       0:17.106	 -0.295	  1.200
       0:17.108	 -0.285	  1.225
       0:17.111	 -0.280	  1.270
       0:17.114	 -0.275	  1.300
       0:17.117	 -0.270	  1.335
       0:17.119	 -0.275	  1.355
       0:17.122	 -0.275	  1.395
       0:17.125	 -0.280	  1.415
       0:17.128	 -0.270	  1.455
       0:17.131	 -0.255	  1.500
       0:17.133	 -0.240	  1.525
       0:17.136	 -0.235	  1.550
       0:17.139	 -0.230	  1.575
       0:17.142	 -0.225	  1.625
       0:17.144	 -0.220	  1.660
       0:17.147	 -0.215	  1.695
       0:17.150	 -0.215	  1.720
       0:17.153	 -0.220	  1.755
       0:17.156	 -0.210	  1.760
       0:17.158	 -0.220	  1.790
       0:17.161	 -0.190	  1.840
       0:17.164	 -0.170	  1.860
       0:17.167	 -0.180	  1.880
       0:17.169	 -0.165	  1.885
       0:17.172	 -0.155	  1.895
       0:17.175	 -0.130	  1.915
       0:17.178	 -0.130	  1.930
       0:17.181	 -0.115	  1.955
       0:17.183	 -0.120	  1.955
       0:17.186	 -0.125	  1.945
       0:17.189	 -0.125	  1.945
       0:17.192	 -0.115	  1.930
       0:17.194	 -0.100	  1.925
       0:17.197	 -0.075	  1.920
       0:17.200	 -0.065	  1.900
       0:17.203	 -0.065	  1.875
       0:17.206	 -0.055	  1.820
       0:17.208	 -0.040	  1.800
       0:17.211	 -0.025	  1.790
       0:17.214	 -0.005	  1.740
       0:17.217	 -0.005	  1.695
       0:17.219	 -0.005	  1.635
       0:17.222	 -0.020	  1.565
       0:17.225	 -0.020	  1.515
       0:17.228	 -0.015	  1.450
       0:17.231	  0.000	  1.395
       0:17.233	  0.005	  1.320
       0:17.236	 -0.005	  1.250
       0:17.239	  0.000	  1.150
       0:17.242	 -0.005	  1.095
       0:17.244	  0.005	  1.020
       0:17.247	  0.010	  0.960
       0:17.250	  0.000	  0.885
       0:17.253	 -0.005	  0.815
       0:17.256	 -0.010	  0.745
       0:17.258	 -0.030	  0.695
       0:17.261	 -0.030	  0.645
       0:17.264	 -0.025	  0.610
       0:17.267	 -0.025	  0.540
       0:17.269	 -0.030	  0.480
       0:17.272	 -0.045	  0.430
       0:17.275	 -0.065	  0.385
       0:17.278	 -0.075	  0.360
       0:17.281	 -0.075	  0.330
       0:17.283	 -0.085	  0.295
       0:17.286	 -0.085	  0.255
       0:17.289	 -0.095	  0.210
       0:17.292	 -0.110	  0.195
       0:17.294	 -0.100	  0.170
       0:17.297	 -0.095	  0.165
       0:17.300	 -0.105	  0.140
       0:17.303	 -0.110	  0.125
       0:17.306	 -0.115	  0.100
       0:17.308	 -0.145	  0.095
       0:17.311	 -0.145	  0.075
       0:17.314	 -0.135	  0.085
       0:17.317	 -0.140	  0.070
       0:17.319	 -0.150	  0.045
       0:17.322	 -0.160	  0.040
       0:17.325	 -0.165	  0.040
       0:17.328	 -0.160	  0.040
       0:17.331	 -0.160	  0.050
       0:17.333	 -0.145	  0.045
       0:17.336	 -0.160	  0.040
       0:17.339	 -0.165	  0.020
       0:17.342	 -0.165	  0.030
       0:17.344	 -0.180	  0.035
       0:17.347	 -0.170	  0.050
       0:17.350	 -0.175	  0.035
       0:17.353	 -0.175	  0.030
       0:17.356	 -0.180	  0.025
       0:17.358	 -0.185	  0.025
       0:17.361	 -0.175	  0.030
       0:17.364	 -0.170	  0.050
       0:17.367	 -0.170	  0.040
       0:17.369	 -0.175	  0.035
       0:17.372	 -0.185	  0.025
       0:17.375	 -0.185	  0.030
       0:17.378	 -0.185	  0.040
       0:17.381	 -0.180	  0.040
       0:17.383	 -0.170	  0.040
       0:17.386	 -0.185	  0.030
       0:17.389	 -0.180	  0.015
       0:17.392	 -0.190	  0.015
       0:17.394	 -0.185	  0.025
       0:17.397	 -0.170	  0.030
       0:17.400	 -0.175	  0.035
       0:17.403	 -0.170	  0.020
       0:17.406	 -0.180	  0.015
       0:17.408	 -0.175	  0.005
       0:17.411	 -0.175	  0.010
       0:17.414	 -0.170	  0.025
       0:17.417	 -0.175	  0.020
       0:17.419	 -0.195	  0.000
       0:17.422	 -0.185	 -0.010
       0:17.425	 -0.210	 -0.015
       0:17.428	 -0.205	 -0.010
       0:17.431	 -0.195	  0.000
       0:17.433	 -0.195	 -0.005
       0:17.436	 -0.210	 -0.025
       0:17.439	 -0.210	 -0.035
       0:17.442	 -0.220	 -0.035
       0:17.444	 -0.215	 -0.030
       0:17.447	 -0.215	 -0.020
       0:17.450	 -0.210	 -0.055
       0:17.453	 -0.225	 -0.060
       0:17.456	 -0.230	 -0.065
       0:17.458	 -0.230	 -0.055
       0:17.461	 -0.225	 -0.065
       0:17.464	 -0.215	 -0.060
       0:17.467	 -0.210	 -0.060
       0:17.469	 -0.220	 -0.080
       0:17.472	 -0.230	 -0.085
       0:17.475	 -0.230	 -0.095
       0:17.478	 -0.235	 -0.085
       0:17.481	 -0.235	 -0.090
       0:17.483	 -0.225	 -0.095
       0:17.486	 -0.235	 -0.110
       0:17.489	 -0.240	 -0.120
       0:17.492	 -0.245	 -0.110
       0:17.494	 -0.250	 -0.105
       0:17.497	 -0.250	 -0.110
       0:17.500	 -0.230	 -0.120
       0:17.503	 -0.240	 -0.125
       0:17.506	 -0.235	 -0.140
       0:17.508	 -0.255	 -0.135
       0:17.511	 -0.250	 -0.120
       0:17.514	 -0.245	 -0.120
       0:17.517	 -0.240	 -0.125
       0:17.519	 -0.240	 -0.145
       0:17.522	 -0.250	 -0.155
       0:17.525	 -0.245	 -0.145
       0:17.528	 -0.250	 -0.145
       0:17.531	 -0.235	 -0.140
       0:17.533	 -0.240	 -0.140
       0:17.536	 -0.245	 -0.155
       0:17.539	 -0.255	 -0.155
       0:17.542	 -0.260	 -0.150
       0:17.544	 -0.245	 -0.150
       0:17.547	 -0.240	 -0.145
       0:17.550	 -0.235	 -0.150
       0:17.553	 -0.255	 -0.160
       0:17.556	 -0.260	 -0.165
       0:17.558	 -0.260	 -0.165
       0:17.561	 -0.265	 -0.160
       0:17.564	 -0.255	 -0.160
       0:17.567	 -0.255	 -0.160
       0:17.569	 -0.265	 -0.175
       0:17.572	 -0.260	 -0.190
       0:17.575	 -0.270	 -0.185
       0:17.578	 -0.260	 -0.160
       0:17.581	 -0.265	 -0.165
       0:17.583	 -0.260	 -0.170
       0:17.586	 -0.260	 -0.175
       0:17.589	 -0.265	 -0.175
       0:17.592	 -0.270	 -0.185
       0:17.594	 -0.270	 -0.170
       0:17.597	 -0.260	 -0.175
       0:17.600	 -0.255	 -0.170
       0:17.603	 -0.260	 -0.175
       0:17.606	 -0.270	 -0.190
       0:17.608	 -0.275	 -0.180
       0:17.611	 -0.285	 -0.175
       0:17.614	 -0.275	 -0.170
       0:17.617	 -0.260	 -0.170
       0:17.619	 -0.265	 -0.180
       0:17.622	 -0.275	 -0.195
       0:17.625	 -0.285	 -0.195
       0:17.628	 -0.275	 -0.175
       0:17.631	 -0.265	 -0.175
       0:17.633	 -0.265	 -0.170
       0:17.636	 -0.265	 -0.175
       0:17.639	 -0.270	 -0.185
       0:17.642	 -0.285	 -0.190
       0:17.644	 -0.275	 -0.180
       0:17.647	 -0.265	 -0.160
       0:17.650	 -0.265	 -0.165
       0:17.653	 -0.260	 -0.190
       0:17.656	 -0.265	 -0.180
       0:17.658	 -0.275	 -0.190
       0:17.661	 -0.275	 -0.180
       0:17.664	 -0.260	 -0.180
       0:17.667	 -0.260	 -0.175
       0:17.669	 -0.260	 -0.175
       0:17.672	 -0.265	 -0.185
       0:17.675	 -0.275	 -0.175
       0:17.678	 -0.280	 -0.175
       0:17.681	 -0.250	 -0.170
       0:17.683	 -0.245	 -0.170
       0:17.686	 -0.240	 -0.175
       0:17.689	 -0.255	 -0.170
       0:17.692	 -0.260	 -0.165
       0:17.694	 -0.250	 -0.135
       0:17.697	 -0.245	 -0.095
       0:17.700	 -0.215	  0.000
       0:17.703	 -0.205	  0.230
       0:17.706	 -0.190	  0.640
       0:17.708	 -0.165	  0.930
       0:17.711	 -0.095	  0.845
       0:17.714	  0.055	  0.535
       0:17.717	  0.395	  0.335
       0:17.719	  0.780	  0.255
       0:17.722	  0.865	  0.225
       0:17.725	  0.600	  0.165
       0:17.728	  0.285	  0.110
       0:17.731	  0.145	  0.025
       0:17.733	  0.145	 -0.075
       0:17.736	  0.165	 -0.220
       0:17.739	  0.175	 -0.410
       0:17.742	  0.160	 -0.610
       0:17.744	  0.165	 -0.825
       0:17.747	  0.180	 -1.040
       0:17.750	  0.195	 -1.255
       0:17.753	  0.200	 -1.430
       0:17.756	  0.175	 -1.590
       0:17.758	  0.160	 -1.730
       0:17.761	  0.155	 -1.895
       0:17.764	  0.145	 -2.070
       0:17.767	  0.140	 -2.285
       0:17.769	  0.135	 -2.460
       0:17.772	  0.115	 -2.585
       0:17.775	  0.075	 -2.690
       0:17.778	  0.050	 -2.750
       0:17.781	  0.005	 -2.840
       0:17.783	 -0.035	 -2.940
       0:17.786	 -0.090	 -3.010
       0:17.789	 -0.150	 -3.050
       0:17.792	 -0.230	 -3.085
       0:17.794	 -0.260	 -3.115
       0:17.797	 -0.295	 -3.130
       0:17.800	 -0.370	 -3.145
       0:17.803	 -0.465	 -3.155
       0:17.806	 -0.540	 -3.170
       0:17.808	 -0.575	 -3.175
       0:17.811	 -0.560	 -3.165
       0:17.814	 -0.530	 -3.145
       0:17.817	 -0.485	 -3.135
       0:17.819	 -0.475	 -3.120
       0:17.822	 -0.470	 -3.080
       0:17.825	 -0.470	 -3.000
       0:17.828	 -0.465	 -2.885
       0:17.831	 -0.440	 -2.750
       0:17.833	 -0.435	 -2.580
       0:17.836	 -0.405	 -2.410
       0:17.839	 -0.385	 -2.185
       0:17.842	 -0.365	 -1.920
       0:17.844	 -0.320	 -1.665
       0:17.847	 -0.285	 -1.400
       0:17.850	 -0.275	 -1.145
       0:17.853	 -0.295	 -0.910
       0:17.856	 -0.320	 -0.695
       0:17.858	 -0.350	 -0.475
       0:17.861	 -0.345	 -0.275
       0:17.864	 -0.335	 -0.090
       0:17.867	 -0.355	  0.080
       0:17.869	 -0.365	  0.245
       0:17.872	 -0.360	  0.380
       0:17.875	 -0.375	  0.505
       0:17.878	 -0.360	  0.595
       0:17.881	 -0.335	  0.675
       0:17.883	 -0.330	  0.730
       0:17.886	 -0.335	  0.770
       0:17.889	 -0.345	  0.795
       0:17.892	 -0.350	  0.825
       0:17.894	 -0.340	  0.885
       0:17.897	 -0.335	  0.920
       0:17.900	 -0.340	  0.955
       0:17.903	 -0.335	  0.970
       0:17.906	 -0.355	  0.985
       0:17.908	 -0.365	  1.020
       0:17.911	 -0.355	  1.060
       0:17.914	 -0.345	  1.085
       0:17.917	 -0.350	  1.125
       0:17.919	 -0.355	  1.145
       0:17.922	 -0.355	  1.170
       0:17.925	 -0.370	  1.205
       0:17.928	 -0.355	  1.240
       0:17.931	 -0.360	  1.280
